user_id;USA;EU;ASIA;antiguedad;canciones_por_dia;generos_por_dia;dispositivos;proporcion_horas_de_trabajo;busquedas_por_dia;proporcion_canciones_de_moda;se_hizo_premium_0_1
2360;0;0;0;201;65;4;1;0;11;0.007019926;0
2361;0;0;0;235;52;4;5;0.11100996;0;0.017001822;0
2362;0;0;0;195;51;4;3;0.415611688;5;0.01507347;0
2363;0;0;0;123;48;4;1;0.142413009;19;0.005807052;0
2364;0;0;0;120;35;2;3;0.196798276;0;0.022464137;0
2365;0;0;0;120;20;3;3;0;13;0.020291102;0
2366;0;0;0;194;25;2;1;0;9;0.032988524;0
2367;0;0;0;225;9;0;2;0;8;0.010736486;0
2368;0;0;0;168;28;2;2;0.144539119;19;0.021378767;1
2369;0;0;0;156;70;5;2;0;6;0.003641249;0
2370;0;0;0;3;49;4;3;0;0;0.006173506;0
2371;0;0;0;82;20;3;2;0;20;0.04169858;0
2372;0;0;0;69;47;4;2;0.190664855;0;0.010104913;0
2373;0;0;0;200;48;3;3;0;0;0.001001114;0
2374;0;0;0;82;43;4;2;0.590894335;2;0.009894549;0
2375;0;0;0;144;36;3;2;0;9;0.015970347;0
2376;0;0;0;98;43;2;1;0;19;0.012886197;0
2377;0;0;0;224;17;2;2;0;16;0.006564297;0
2378;0;0;0;80;40;3;1;0;12;0.018942006;0
2379;0;0;0;108;57;4;1;0;20;0.015192027;0
2380;0;0;0;30;74;6;2;0.092485118;6;0.002874704;0
2381;0;0;0;101;34;3;3;0;0;0.01502718;0
2382;0;0;0;174;41;3;2;0.559080847;15;0.015374466;1
2383;0;0;0;228;79;6;2;0.563025707;17;0.01017853;1
2384;0;0;0;222;8;2;4;0;14;0.089818308;0
2385;0;0;0;58;94;7;1;0;20;0.003616006;0
2386;0;0;0;153;29;2;5;0;7;0.031810074;0
2387;0;0;0;50;18;3;2;0;5;0.009204707;0
2388;0;0;0;219;16;2;2;0;8;0.043093559;0
2389;0;0;0;160;38;3;3;0.80250971;6;0.00918923;1
2390;0;0;0;100;18;2;2;0;1;0.024109609;0
2391;0;0;0;178;22;3;3;0;0;0.043978261;0
2392;0;0;0;96;41;3;3;0;3;0.022660488;0
2393;0;0;0;64;40;2;1;0.704189944;19;0.011402199;1
2394;0;0;0;29;59;4;3;0.51117385;12;0.015346497;0
2395;0;0;0;192;43;3;1;0.673093744;0;0.010792121;0
2396;0;0;0;214;57;3;2;0;6;0.007870736;0
2397;0;0;0;231;42;2;2;0.785774073;11;0.014217643;1
2398;0;0;0;58;23;2;3;0.138125589;8;0.011430676;0
2399;0;0;0;153;58;5;3;0.74155352;0;0.015823128;0
2400;0;0;0;210;46;2;2;0.278583756;7;0.013869921;0
2401;0;0;0;109;40;4;1;0;12;0.011145996;0
2402;0;0;0;2;53;4;1;0;0;0.001716774;0
2403;0;0;0;101;32;3;5;0;0;0.005255489;0
2404;0;0;0;56;36;3;3;0;1;0.012792962;0
2405;0;0;0;237;21;2;1;0;6;0.045517505;0
2406;0;0;0;148;79;5;3;0;6;0.012260153;0
2407;0;0;0;111;45;3;2;0;14;0.02177731;0
2408;0;0;0;138;86;5;1;0;16;0.010071589;0
2409;0;0;0;46;30;3;3;0;0;0.023339391;0
2410;0;0;0;153;68;5;3;0;19;0.000168629;0
2411;0;0;0;22;36;2;3;0;0;0.022396657;0
2412;0;0;0;183;18;2;2;0;0;0.053739437;0
2413;0;0;0;115;56;5;1;0.112812997;12;0.008772143;0
2414;0;0;0;40;20;3;1;0;20;0.023146136;0
2415;0;0;0;42;34;3;1;0;16;0.015498789;0
2416;0;0;0;52;39;3;3;0.035502125;10;0.022885419;0
2417;0;0;0;220;33;3;6;0.060418542;1;0.026404196;0
2418;0;0;0;38;27;3;1;0;6;0.036759654;0
2419;0;0;0;0;31;4;3;0;0;4.90017E-05;0
2420;0;0;0;103;31;2;3;0;4;0.026853478;0
2421;0;0;0;61;78;5;3;0.710736054;1;0.008999167;0
2422;0;0;0;112;76;5;2;0;11;0.011333213;0
2423;0;0;0;33;53;3;1;0.573832233;3;0.016242746;0
2424;0;0;0;154;92;6;1;0;8;0.004944816;0
2425;0;0;0;194;21;2;3;0;19;0.027659514;0
2426;0;0;0;38;22;3;1;0;11;0.043134092;0
2427;0;0;0;137;75;5;1;0.980084237;12;0.004667124;1
2428;0;0;0;32;52;3;3;0;0;0.007142905;0
2429;0;0;0;27;26;2;2;0;12;0.005546926;0
2430;0;0;0;73;71;5;2;0;15;0.009295481;0
2431;0;0;0;204;30;2;2;0;6;0.011355775;0
2432;0;0;0;151;58;5;3;0.947186837;0;0.009847589;0
2433;0;0;0;95;69;5;1;0;7;0.007030555;0
2434;0;0;0;189;25;3;3;0;0;0.021027431;0
2435;0;0;0;77;10;2;1;0;9;0.05253341;0
2436;0;0;0;226;41;3;1;0.501098558;0;0.017367656;0
2437;0;0;0;69;30;3;2;0;0;0.01789156;0
2438;0;0;0;55;63;4;1;0.408009657;0;0.014283551;0
2439;0;0;0;52;47;3;3;0.887113656;2;0.018646806;0
2440;0;0;0;154;17;2;1;0;15;0.057652962;0
2441;0;0;0;131;35;4;1;0.078185399;17;0.004778727;0
2442;0;0;0;191;58;5;3;0.656904048;5;0.000512446;1
2443;0;0;0;186;34;3;6;0.678114332;0;0.002098801;0
2444;0;0;0;5;65;5;3;0;11;0.006207863;0
2445;0;0;0;74;21;1;1;0;14;0.031808604;0
2446;0;0;0;79;23;2;3;0;3;0.011906686;0
2447;0;0;0;154;27;2;2;0;18;0.034003479;0
2448;0;0;0;69;69;5;3;0.501109552;18;0.013881865;1
2449;0;0;0;180;15;1;1;0;0;0.014676622;0
2450;0;0;0;60;24;2;3;0;18;0.04162131;0
2451;0;0;0;108;31;2;2;0.589263736;0;0.0117419;0
2452;0;0;0;177;34;3;3;0.419503822;5;0.009318194;0
2453;0;0;0;54;60;4;3;0;20;0.009766933;0
2454;0;0;0;176;43;2;3;0;0;0.012452162;0
2455;0;0;0;132;26;2;2;0;7;0.033414021;0
2456;0;0;0;61;20;2;1;0;0;0.04636199;0
2457;0;0;0;97;40;2;1;0;0;0.023068581;0
2458;0;0;0;75;11;2;1;0.151629701;16;0.008852566;0
2459;0;0;0;81;17;2;1;0;6;0.036391447;0
2460;0;0;0;176;62;4;2;0.123439313;14;0.007153898;0
2461;0;0;0;17;26;2;3;0.072292616;0;0.002152518;0
2462;0;0;0;57;10;2;3;0;14;0.006021069;0
2463;0;0;0;198;26;1;2;0;0;0.007235944;0
2464;0;0;0;10;49;4;1;0.768197725;16;0.013796895;0
2465;0;0;0;99;29;3;3;0;9;0.004025825;0
2466;0;0;0;151;51;3;3;0;0;0.005366999;0
2467;0;0;0;78;19;2;3;0;0;0.048386505;0
2468;0;0;0;74;28;2;2;0;8;0.000963718;0
2469;0;0;0;187;31;2;1;0;7;0.005264766;0
2470;0;0;0;122;36;2;3;0;11;0.014553163;0
2471;0;0;0;41;35;4;3;0;19;0.001467405;0
2472;0;0;0;230;91;6;6;0;4;0.007972086;0
2473;0;0;0;109;29;2;2;0;9;0.016313523;0
2474;0;0;0;54;25;2;3;0.188602697;0;0.035461906;0
2475;0;0;0;149;14;2;3;0;9;0.04458563;0
2476;0;0;0;91;16;3;1;0;0;0.051110945;0
2477;0;0;0;136;64;4;1;0;18;0.000820581;0
2478;0;0;0;155;16;1;5;0;0;0.03193034;0
2479;0;0;0;191;46;4;4;0;0;0.021133942;0
2480;0;0;0;97;54;5;3;0.603452595;3;0.009192447;0
2481;0;0;0;19;16;3;3;0;0;0.037465389;0
2482;0;0;0;224;38;4;3;0.853912527;3;0.007724153;0
2483;0;0;0;37;53;4;2;0;4;0.002515913;0
2484;0;0;0;222;36;4;2;0.901172997;0;0.012504636;0
2485;0;0;0;198;43;4;2;0;17;0.00312522;0
2486;0;0;0;26;45;2;1;0;7;0.005546854;0
2487;0;0;0;82;46;2;3;0.601367618;0;0.019062922;0
2488;0;0;0;186;33;3;2;0;19;0.015815234;0
2489;0;0;0;21;21;2;2;0;5;0.00942899;0
2490;0;0;0;26;68;5;1;0.435652375;0;0.009851245;0
2491;0;0;0;86;45;2;3;0.001658241;12;0.004721225;0
2492;0;0;0;174;77;4;2;0;19;0.000677833;1
2493;0;0;0;87;25;3;3;0;20;0.001279866;0
2494;0;0;0;118;30;2;3;0.368734191;5;0.027221129;0
2495;0;0;0;109;27;1;3;0;0;0.015626096;0
2496;0;0;0;67;21;2;2;0;10;0.036631046;0
2497;0;0;0;210;105;6;3;0.627192209;15;0.006475517;1
2498;0;0;0;24;45;3;1;0;13;0.002072047;0
2499;0;0;0;146;28;2;5;0;18;0.009649191;0
2500;0;0;0;140;26;3;2;0;2;0.036839039;0
2501;0;0;0;0;75;5;3;0.951206815;19;0.007705179;1
2502;0;0;0;118;44;2;1;0.477304652;5;0.014901451;0
2503;0;0;0;212;21;1;2;0;0;0.037297049;0
2504;0;0;0;172;10;1;3;0;10;0.034664317;0
2505;0;0;0;104;28;3;3;0;0;0.03111572;0
2506;0;0;0;209;27;3;1;0;9;0.011892763;0
2507;0;0;0;150;22;3;3;0;9;0.022506109;0
2508;0;0;0;166;31;3;2;0;18;0.001574482;0
2509;0;0;0;98;60;3;2;0;20;0.007237815;0
2510;0;0;0;138;23;3;1;0;13;0.043417134;0
2511;0;0;0;39;40;3;1;0.498629071;12;0.015031988;0
2512;0;0;0;106;41;3;3;0.739458076;15;0.00795462;1
2513;0;0;0;47;33;3;2;0;13;0.01510301;0
2514;0;0;0;57;35;2;1;0.208397317;15;0.000159071;0
2515;0;0;0;75;22;2;1;0;10;0.042999876;0
2516;0;0;0;198;26;1;1;0;3;0.035310352;0
2517;0;0;0;193;58;4;2;0;19;0.014168934;0
2518;0;0;0;11;43;4;1;0;4;0.012134453;0
2519;0;0;0;108;56;4;2;0.307271365;11;0.013915768;0
2520;0;0;0;227;14;3;3;0;10;0.012513967;0
2521;0;0;0;187;36;3;5;0.534435301;0;0.011315682;0
2522;0;0;0;228;28;3;3;0;10;0.006263813;0
2523;0;0;0;78;26;2;1;0;13;0.017820337;0
2524;0;0;0;103;90;6;1;0.807487301;9;0.005075037;1
2525;0;0;0;11;67;5;1;0;0;0.013313366;0
2526;0;0;0;97;15;1;1;0;11;0.005957145;0
2527;0;0;0;150;52;4;1;0;2;0.014188334;0
2528;0;0;0;58;55;4;1;0.804220358;13;0.006130228;0
2529;0;0;0;80;26;2;2;0;18;0.032347837;0
2530;0;0;0;212;75;6;2;0;0;0.009020249;0
2531;0;0;0;67;44;3;2;0.107818897;20;0.009429562;0
2532;0;0;0;70;58;5;2;0.983039019;19;0.016701721;1
2533;0;0;0;237;88;6;3;0;16;0.009010683;0
2534;0;0;0;187;40;3;2;0;18;0.008755435;0
2535;0;0;0;227;77;4;3;0.213270889;0;0.012690154;0
2536;0;0;0;5;19;2;3;0;0;0.00298707;0
2537;0;0;0;174;47;4;3;0.003777162;5;0.016052273;0
2538;0;0;0;198;42;3;3;0;0;0.019026808;0
2539;0;0;0;43;50;4;2;0;14;0.009437213;0
2540;0;0;0;171;39;4;1;0.650820919;2;0.016484852;0
2541;0;0;0;52;13;1;3;0;12;0.040074157;0
2542;0;0;0;218;31;3;2;0;2;0.005390541;0
2543;0;0;0;237;21;3;3;0;7;0.013938413;0
2544;0;0;0;8;29;2;3;0.408918441;0;0.016399147;0
2545;0;0;0;191;27;3;5;0.533509513;0;0.013555747;0
2546;0;0;0;206;41;3;3;0.11987076;15;0.016740317;0
2547;0;0;0;100;63;5;2;0;11;0.003812368;0
2548;0;0;0;211;32;3;5;0;13;0.014867454;0
2549;0;0;0;145;68;4;3;0.660310648;20;0.013282337;1
2550;0;0;0;26;34;4;3;0;5;0.013350575;0
2551;0;0;0;212;33;2;1;0.501489414;0;0.006058755;0
2552;0;0;0;213;27;2;3;0;15;0.022058781;0
2553;0;0;0;224;43;3;2;0;9;0.009842961;0
2554;0;0;0;39;23;1;3;0;15;0.006082255;0
2555;0;0;0;139;71;5;1;0.459603508;13;0.010729348;0
2556;0;0;0;210;78;6;4;0;10;0.005449321;0
2557;0;0;0;115;66;5;1;0;0;0.005691008;0
2558;0;0;0;157;23;2;3;0;16;0.015289213;0
2559;0;0;0;95;86;5;3;0;19;0.009637307;0
2560;0;0;0;118;8;1;1;0;0;0.020471878;0
2561;0;0;0;5;29;2;1;0;18;0.021541542;0
2562;0;0;0;106;53;5;3;0.335701825;14;0.011219196;0
2563;0;0;0;52;42;3;1;0;18;0.011416498;0
2564;0;0;0;11;53;4;2;0.832588593;17;0.005322036;1
2565;0;0;0;19;57;4;2;0;0;0.003818554;0
2566;0;0;0;95;62;3;3;0;4;0.010067092;0
2567;0;0;0;84;39;2;2;0;20;0.013711872;0
2568;0;0;0;175;41;4;3;0;20;0.001668753;1
2569;0;0;0;178;69;4;2;0.622620683;5;0.001190421;0
2570;0;0;0;102;29;2;1;0;3;0.022695179;0
2571;0;0;0;50;39;3;2;0.735898985;16;0.00487028;1
2572;0;0;0;71;21;1;3;0;1;0.010929676;0
2573;0;0;0;155;46;3;4;0;0;0.005760845;0
2574;0;0;0;138;44;3;2;0;13;0.022128659;0
2575;0;0;0;9;7;1;2;0;2;0.100773107;0
2576;0;0;0;38;32;3;3;0;15;0.014664435;0
2577;0;0;0;144;72;4;2;0;10;0.013815624;0
2578;0;0;0;63;86;6;1;0.740964424;7;0.001951741;0
2579;0;0;0;83;35;2;1;0;19;0.00221056;0
2580;0;0;0;46;15;2;2;0;14;0.040303296;0
2581;0;0;0;182;71;4;3;0.048309549;17;0.003765607;1
2582;0;0;0;131;62;4;1;0.701788874;15;0.002061544;1
2583;0;0;0;114;21;1;4;0;0;0.019134705;0
2584;0;0;0;79;20;1;3;0;4;0.019469392;0
2585;0;0;0;108;88;6;3;0;5;0.005821744;0
2586;0;0;0;8;39;2;2;0;8;0.014415115;0
2587;0;0;0;216;87;6;5;0;11;0.005973659;0
2588;0;0;0;187;77;4;2;0;5;0.012610671;0
2589;0;0;0;18;100;6;1;0.621976177;15;0.003926662;0
2590;0;0;0;108;41;4;4;0.699808551;5;0.019290465;0
2591;0;0;0;102;15;2;3;0.210359862;0;0.061546318;0
2592;0;0;0;121;42;4;7;0.050503806;20;0.020975779;1
2593;0;0;0;77;40;4;2;0;19;0.012540467;0
2594;0;0;0;74;28;2;1;0;0;0.013726135;0
2595;0;0;0;172;34;2;6;0;8;0.00692091;0
2596;0;0;0;15;19;3;1;0;0;0.047805703;0
2597;0;0;0;18;59;3;1;0;20;0.009676347;0
2598;0;0;0;115;21;3;2;0.293153815;7;0.021645527;0
2599;0;0;0;66;47;4;2;0;0;0.007679594;0
2600;0;0;0;72;36;3;1;0.802283419;15;0.001746808;1
2601;0;0;0;47;31;3;3;0;0;0.015476187;0
2602;0;0;0;70;40;2;2;0;1;0.017356842;0
2603;0;0;0;30;66;5;3;0.391787255;0;0.003086298;0
2604;0;0;0;177;35;3;2;0;2;0.022039411;0
2605;0;0;0;19;25;2;1;0;6;0.035521507;0
2606;0;0;0;230;37;3;3;0;0;0.02006902;0
2607;0;0;0;131;22;2;2;0;1;0.019790751;0
2608;0;0;0;165;43;3;1;0.987603325;0;0.020244313;0
2609;0;0;0;150;36;2;2;0;6;0.008890183;0
2610;0;0;0;167;43;2;2;0.958575757;11;0.003963618;1
2611;0;0;0;173;34;3;2;0.815085964;2;0.004139378;0
2612;0;0;0;206;34;3;3;0;11;0.003190909;0
2613;0;0;0;191;45;3;3;0;17;0.010697661;0
2614;0;0;0;225;22;1;1;0;8;0.029254897;0
2615;0;0;0;73;56;3;2;0;0;0.010552131;0
2616;0;0;0;45;15;2;1;0;9;0.062605966;0
2617;0;0;0;8;59;5;3;0;4;0.015141914;0
2618;0;0;0;180;51;3;6;0;0;0.012898279;0
2619;0;0;0;38;27;3;2;0;8;0.015320099;0
2620;0;0;0;121;51;3;2;0;18;0.019265011;0
2621;0;0;0;227;23;2;1;0;6;0.026324009;0
2622;0;0;0;102;73;4;2;0.7155461;18;0.001366947;1
2623;0;0;0;157;35;2;2;0;0;0.007711657;0
2624;0;0;0;237;38;2;2;0;0;0.00244067;0
2625;0;0;0;165;16;2;3;0;0;0.044538281;0
2626;0;0;0;186;25;2;1;0;0;0.015398884;0
2627;0;0;0;183;28;2;3;0.351729357;0;0.013012998;0
2628;0;0;0;121;34;3;3;0;18;0.021994413;0
2629;0;0;0;231;38;3;1;0;3;0.004798781;0
2630;0;0;0;46;50;4;1;0.112876924;8;0.00144511;0
2631;0;0;0;186;27;3;1;0;4;0.036628335;0
2632;0;0;0;196;21;3;1;0;3;0.019587851;0
2633;0;0;0;239;30;2;2;0.785841793;18;0.032854735;1
2634;0;0;0;42;31;2;1;0;3;0.018793978;0
2635;0;0;0;173;22;2;3;0;1;0.037519024;0
2636;0;0;0;114;24;3;3;0;0;0.00888964;0
2637;0;0;0;153;50;3;4;0;4;0.009972729;0
2638;0;0;0;194;35;2;3;0;17;0.015865203;0
2639;0;0;0;210;36;3;1;0;18;0.009057605;0
2640;0;0;0;234;24;2;1;0;0;0.021149833;0
2641;0;0;0;159;33;2;1;0.122939165;9;0.000573033;0
2642;0;0;0;226;17;2;3;0;0;0.016419752;0
2643;0;0;0;84;44;2;3;0;15;0.017069124;0
2644;0;0;0;13;33;3;3;0.9679655;0;0.012100858;0
2645;0;0;0;120;53;3;3;0.786443795;9;0.01331872;1
2646;0;0;0;6;76;4;2;0;0;0.007865555;0
2647;0;0;0;237;39;4;1;0;6;0.023923142;0
2648;0;0;0;12;64;4;3;0;6;0.01561503;0
2649;0;0;0;155;60;5;2;0.624941468;20;0.000181945;1
2650;0;0;0;160;49;4;4;0;0;0.013832354;0
2651;0;0;0;82;32;2;1;0;2;0.023824693;0
2652;0;0;0;232;28;2;7;0;0;0.032857436;0
2653;0;0;0;156;16;2;1;0;0;0.060555344;0
2654;0;0;0;74;48;3;1;0;14;0.008642373;0
2655;0;0;0;189;75;5;1;0;2;0.006161951;0
2656;0;0;0;76;30;2;3;0;6;0.026749472;0
2657;0;0;0;221;79;5;3;0.291711533;0;0.003118708;0
2658;0;0;0;66;34;3;1;0;18;0.00072012;0
2659;0;0;0;123;34;2;3;0;6;0.022500731;0
2660;0;0;0;210;72;5;3;0;6;0.006614423;0
2661;0;0;0;186;25;3;3;0;20;0.03161663;1
2662;0;0;0;25;31;3;2;0;20;0.026451582;0
2663;0;0;0;168;54;3;2;0;8;0.008943535;0
2664;0;0;0;80;35;3;1;0.145734972;13;0.00363876;0
2665;0;0;0;31;41;3;2;0.528094618;19;0.013463115;0
2666;0;0;0;168;45;4;1;0.347901141;4;0.010151905;0
2667;0;0;0;53;88;6;3;0;2;0.00164801;0
2668;0;0;0;113;49;4;2;0;5;0.013177384;0
2669;0;0;0;123;33;2;3;0;0;0.024181197;0
2670;0;0;0;8;22;2;1;0;1;0.014292533;0
2671;0;0;0;160;45;3;3;0.954927327;5;0.009563132;1
2672;0;0;0;111;57;4;1;0;18;0.017133121;0
2673;0;0;0;124;30;3;1;0.089353698;17;0.027825085;0
2674;0;0;0;181;24;2;3;0.471120583;1;0.032641618;0
2675;0;0;0;69;68;4;2;0;17;0.013272487;0
2676;0;0;0;237;96;5;1;0.459451066;12;0.008904908;0
2677;0;0;0;128;21;3;3;0;5;0.000757028;0
2678;0;0;0;149;27;2;1;0;0;0.018843494;0
2679;0;0;0;154;9;1;2;0;1;0.098641067;0
2680;0;0;0;180;71;4;3;0;15;0.000795663;0
2681;0;0;0;207;40;3;2;0.973059301;20;0.011960533;1
2682;0;0;0;117;27;2;1;0.433268934;8;0.026807271;0
2683;0;0;0;171;12;1;1;0;5;0.016682859;0
2684;0;0;0;12;21;2;1;0;7;0.012148441;0
2685;0;0;0;206;66;4;2;0;9;0.004232664;0
2686;0;0;0;31;14;2;3;0.546386544;0;0.063622741;0
2687;0;0;0;179;16;2;3;0;0;0.043738707;0
2688;0;0;0;50;71;5;3;0;19;0.011640114;0
2689;0;0;0;160;25;3;3;0;0;0.014154873;0
2690;0;0;0;60;32;3;2;0;19;0.006300804;0
2691;0;0;0;117;46;3;1;0.668825764;14;0.015176918;1
2692;0;0;0;46;83;4;3;0.103357144;13;0.009783533;0
2693;0;0;0;168;22;3;2;0;0;0.015127427;0
2694;0;0;0;180;29;3;2;0;10;0.018637005;0
2695;0;0;0;171;20;2;1;0;19;0.015275689;0
2696;0;0;0;121;26;2;2;0.207917437;0;0.029329562;0
2697;0;0;0;148;25;1;1;0;0;0.037889555;0
2698;0;0;0;209;40;2;3;0.61229381;14;0.006869645;1
2699;0;0;0;92;29;2;1;0;18;0.01883935;0
2700;0;0;0;177;81;4;4;0.629817704;15;0.009286745;1
2701;0;0;0;130;53;3;1;0.879152379;6;0.017988407;0
2702;0;0;0;10;50;3;1;0;0;0.016410025;0
2703;0;0;0;228;39;4;1;0.720537046;7;0.01092967;0
2704;0;0;0;66;41;2;1;0;15;0.002067749;0
2705;0;0;0;197;48;4;2;0;13;0.012331935;0
2706;0;0;0;197;33;2;3;0;3;0.017322718;0
2707;0;0;0;99;20;1;1;0;0;0.041736188;0
2708;0;0;0;169;35;3;5;0;15;0.021951479;0
2709;0;0;0;217;18;3;2;0;6;0.026707865;0
2710;0;0;0;194;38;2;2;0.82852079;20;0.011807325;1
2711;0;0;0;220;51;4;3;0.922085298;0;0.006226276;0
2712;0;0;0;171;66;4;3;0;0;0.008559366;0
2713;0;0;0;36;30;2;3;0;0;0.004556688;0
2714;0;0;0;142;51;3;3;0.443912481;14;0.00918364;1
2715;0;0;0;155;31;3;1;0;20;0.026965093;0
2716;0;0;0;233;13;2;5;0;3;0.039544274;0
2717;0;0;0;49;17;1;1;0;2;0.026779504;0
2718;0;0;0;61;12;2;2;0;10;0.079521832;0
2719;0;0;0;15;66;5;2;0.850706186;14;0.009407662;0
2720;0;0;0;211;20;2;3;0.041391988;5;0.002470096;0
2721;0;0;0;178;72;4;2;0;18;0.012348723;0
2722;0;0;0;208;30;3;1;0;4;0.018985055;0
2723;0;0;0;182;3;1;2;0;4;0.304994601;0
2724;0;0;0;203;39;4;1;0;0;0.003896381;0
2725;0;0;0;213;32;3;3;0;9;0.018356834;0
2726;0;0;0;111;36;3;2;0;14;0.010936333;0
2727;0;0;0;60;23;1;3;0;0;0.037194607;0
2728;0;0;0;173;67;4;3;0;15;0.013009175;0
2729;0;0;0;124;31;2;3;0;2;0.012148556;0
2730;0;0;0;94;43;4;2;0;9;0.00140386;0
2731;0;0;0;16;20;3;3;0;0;0.005237925;0
2732;0;0;0;147;18;3;2;0;1;0.003335432;0
2733;0;0;0;84;32;2;2;0;8;0.015707047;0
2734;0;0;0;148;53;4;5;0;20;0.005738621;1
2735;0;0;0;29;67;5;3;0;0;0.002334383;0
2736;0;0;0;30;35;2;2;0.017748218;12;0.006890861;0
2737;0;0;0;101;43;2;1;0;11;0.019172327;0
2738;0;0;0;13;20;2;1;0;0;0.023820749;0
2739;0;0;0;26;41;4;1;0.965622523;14;0.002289273;1
2740;0;0;0;139;25;2;2;0;10;0.029056963;0
2741;0;0;0;218;68;3;2;0.361962789;2;0.004169087;0
2742;0;0;0;169;22;2;1;0;3;0.040041148;0
2743;0;0;0;174;85;6;4;0.920787749;16;0.010419915;1
2744;0;0;0;37;70;4;3;0.652897948;0;0.010934906;0
2745;0;0;0;38;68;5;2;0;9;0.000743678;0
2746;0;0;0;184;47;3;1;0;0;0.017927377;0
2747;0;0;0;140;19;3;5;0;0;0.011194744;0
2748;0;0;0;74;32;3;2;0;0;0.024813213;0
2749;0;0;0;180;27;2;2;0;6;0.029477886;0
2750;0;0;0;92;49;3;2;0.603932273;0;0.014398669;0
2751;0;0;0;237;54;5;3;0;13;0.008370225;0
2752;0;0;0;195;40;4;3;0.269258713;12;0.022289122;0
2753;0;0;0;155;63;4;7;0;18;0.011504074;1
2754;0;0;0;25;13;2;2;0;0;0.041540931;0
2755;0;0;0;59;89;5;1;0.746028328;0;0.001851245;0
2756;0;0;0;39;45;4;2;0.559244333;0;0.017997803;0
2757;0;0;0;222;13;3;5;0;19;0.075928859;1
2758;0;0;0;38;45;4;1;0.615700404;5;0.010974591;0
2759;0;0;0;47;87;6;3;0.587173103;4;0.003861148;0
2760;0;0;0;28;45;4;3;0;0;0.006299258;0
2761;0;0;0;238;52;3;1;0.829242955;15;0.011692202;1
2762;0;0;0;210;81;4;2;0;18;0.000652928;0
2763;0;0;0;84;40;3;3;0;16;0.00620418;0
2764;0;0;0;113;33;3;1;0;19;0.021664921;0
2765;0;0;0;115;33;2;1;0;8;0.022898211;0
2766;0;0;0;200;33;2;1;0;0;0.028379089;0
2767;0;0;0;94;37;2;1;0;0;0.012417965;0
2768;0;0;0;173;44;3;1;0;0;0.000395866;0
2769;0;0;0;208;36;2;2;0.553406405;16;0.011809352;1
2770;0;0;0;59;28;2;2;0;6;0.014881674;0
2771;0;0;0;169;63;5;6;0;5;0.01354804;0
2772;0;0;0;71;74;4;2;0;20;0.002322125;0
2773;0;0;0;84;59;4;1;0.699205905;4;0.001540071;0
2774;0;0;0;148;60;3;2;0;18;0.016139509;0
2775;0;0;0;222;8;1;3;0;11;0.115047802;0
2776;0;0;0;49;41;3;3;0;5;0.015698746;0
2777;0;0;0;103;35;4;2;0.627369023;16;0.014907758;1
2778;0;0;0;230;23;2;2;0.117216094;4;0.032700946;0
2779;0;0;0;180;27;2;2;0;0;0.019067923;0
2780;0;0;0;35;21;2;2;0.03221519;0;0.046823856;0
2781;0;0;0;18;52;4;1;0;6;0.012660886;0
2782;0;0;0;230;42;3;1;0;18;0.00886359;0
2783;0;0;0;81;61;5;1;0;0;0.006351622;0
2784;0;0;0;107;35;3;3;0;16;0.006338565;0
2785;0;0;0;71;20;2;2;0;12;0.015177817;0
2786;0;0;0;58;23;2;1;0.11024516;6;0.026943493;0
2787;0;0;0;221;26;3;3;0;11;0.037816238;0
2788;0;0;0;169;52;4;3;0.908454693;6;0.008638468;1
2789;0;0;0;30;26;2;3;0;1;0.025456415;0
2790;0;0;0;97;27;3;1;0;0;0.029852423;0
2791;0;0;0;177;54;3;3;0.844497347;12;0.017352748;1
2792;0;0;0;41;49;3;3;0;0;0.005226931;0
2793;0;0;0;109;35;2;2;0;4;0.026590375;0
2794;0;0;0;234;49;3;3;0;0;0.020074074;0
2795;0;0;0;15;73;5;3;0;15;0.007165259;0
2796;0;0;0;6;26;2;3;0;17;0.021153409;0
2797;0;0;0;17;68;4;1;0;0;0.012738497;0
2798;0;0;0;7;30;2;2;0;0;0.016353186;0
2799;0;0;0;89;32;2;2;0;0;0.003322906;0
2800;0;0;0;190;28;2;1;0;11;0.027719148;0
2801;0;0;0;187;79;5;4;0.694566227;0;0.004626894;0
2802;0;0;0;201;24;2;1;0;0;0.0302352;0
2803;0;0;0;172;38;3;2;0.827335877;18;0.005180929;1
2804;0;0;0;133;37;3;2;0.163728554;12;0.011965958;0
2805;0;0;0;36;16;2;3;0;19;0.025675328;0
2806;0;0;0;132;26;3;2;0.15724159;16;0.033753436;0
2807;0;0;0;195;58;4;2;0.744261007;0;0.01650966;0
2808;0;0;0;221;34;3;1;0;9;0.010721564;0
2809;0;0;0;86;30;2;1;0;1;0.009307076;0
2810;0;0;0;7;67;4;1;0;3;0.008759289;0
2811;0;0;0;117;56;3;2;0.848944855;0;0.002416155;0
2812;0;0;0;186;41;3;3;0;17;0.018002849;0
2813;0;0;0;226;18;2;2;0;0;0.024118906;0
2814;0;0;0;56;57;4;1;0;10;0.000288514;0
2815;0;0;0;41;22;2;2;0;0;0.016184481;0
2816;0;0;0;62;29;2;2;0.005314976;12;0.009338253;0
2817;0;0;0;6;38;3;1;0.565332917;15;0.008427922;0
2818;0;0;0;161;38;3;3;0;20;0.013766727;1
